Episode,Avg_Waiting_Time,Avg_Queue_Length,Throughput,Total_Violations,Phase_Violations,Duration_Violations,Env_Violations
366,353.61,37.33,26.2556,0,0,0,0
367,309.78,50.67,19.1056,0,0,0,0
368,353.61,37.33,26.2556,0,0,0,0
369,353.61,37.33,26.2556,0,0,0,0
370,328.47,50.67,16.55,0,0,0,0
371,353.61,37.33,26.2556,0,0,0,0
372,353.61,37.33,26.2556,0,0,0,0
373,304.43,64.0,8.3611,0,0,0,195
374,353.61,37.33,26.2556,0,0,0,0
375,353.61,37.33,26.2556,0,0,0,0
376,353.57,37.33,26.3778,0,0,0,0
377,357.11,24.0,39.3833,0,0,0,0
378,357.11,24.0,39.3833,0,0,0,0
379,353.61,37.33,26.2556,0,0,0,0
380,279.27,50.67,23.4,0,0,0,1
381,353.61,37.33,26.2556,0,0,0,0
382,351.85,50.67,13.1667,0,0,0,1
383,353.61,37.33,26.2556,0,0,0,35
384,299.28,50.67,20.5833,0,0,0,0
385,353.61,37.33,26.2556,0,0,0,0
386,353.61,37.33,26.2556,0,0,0,0
387,353.61,37.33,26.2556,0,0,0,0
388,353.61,37.33,26.2556,0,0,0,0
389,353.61,37.33,26.2556,0,0,0,0
390,353.61,37.33,26.2556,0,0,0,157
391,353.61,37.33,26.2556,0,0,0,0
392,321.37,50.67,17.55,0,0,0,0
393,353.61,37.33,26.2556,0,0,0,1
394,353.61,37.33,26.2556,0,0,0,0
395,353.61,37.33,26.2556,0,0,0,0
396,357.11,24.0,39.3833,0,0,0,0
397,357.11,24.0,39.3833,0,0,0,0
398,353.61,37.33,26.2556,0,0,0,0
399,267.15,64.0,15.1389,0,0,0,52
400,357.11,24.0,39.3833,0,0,0,0
401,337.16,50.67,15.3278,0,0,0,324
402,284.53,64.0,12.1,0,0,0,3
403,357.11,24.0,39.3833,0,0,0,0
404,357.11,24.0,39.3833,0,0,0,0
405,357.11,24.0,39.3833,0,0,0,0
406,353.61,37.33,26.2556,0,0,0,0
407,357.11,24.0,39.3833,0,0,0,0
408,323.99,50.67,17.1056,0,0,0,2
409,353.61,37.33,26.2556,0,0,0,0
410,338.99,43.07,14.9556,0,0,0,344
411,268.75,50.67,24.9556,0,0,0,0
412,357.11,24.0,39.3833,0,0,0,0
413,357.11,24.0,39.3833,0,0,0,0
414,357.11,24.0,39.3833,0,0,0,0
415,283.93,37.33,33.6,0,0,0,0
416,353.61,37.33,26.2556,0,0,0,0
417,353.61,37.33,26.2556,0,0,0,12
418,353.61,37.33,26.2556,0,0,0,0
419,353.61,37.33,26.2556,0,0,0,0
420,357.11,24.0,39.3833,0,0,0,0
421,320.7,37.33,29.7111,0,0,0,92
422,353.61,37.33,26.2556,0,0,0,0
423,353.61,37.33,26.2556,0,0,0,0
424,353.61,37.33,26.2556,0,0,0,0
425,353.61,37.33,26.2556,0,0,0,0
426,323.99,50.67,17.1056,0,0,0,0
427,353.61,37.33,26.2556,0,0,0,0
428,353.61,37.33,26.2556,0,0,0,0
429,353.61,37.33,26.2556,0,0,0,0
430,357.11,24.0,39.3833,0,0,0,0
431,353.61,37.33,26.2556,0,0,0,0
432,290.58,50.67,21.8833,0,0,0,120
433,276.98,47.93,25.9167,0,0,0,497
434,353.61,37.33,26.2556,0,0,0,0
435,353.61,37.33,26.2556,0,0,0,0
436,302.49,37.33,31.6,0,0,0,0
437,288.77,37.33,33.1222,0,0,0,0
438,357.11,24.0,39.3833,0,0,0,0
439,357.11,24.0,39.3833,0,0,0,0
440,253.9,37.33,36.6389,0,0,0,76
441,357.11,24.0,39.3833,0,0,0,0
442,353.61,37.33,26.2556,0,0,0,0
443,353.61,37.33,26.2556,0,0,0,0
444,328.65,50.67,16.55,0,0,0,0
445,353.61,37.33,26.2556,0,0,0,0
446,298.14,50.67,20.8444,0,0,0,0
447,357.11,24.0,39.3833,0,0,0,0
448,357.11,24.0,39.3833,0,0,0,0
449,353.61,37.33,26.2556,0,0,0,0
450,357.11,24.0,39.3833,0,0,0,0
451,357.11,24.0,39.3833,0,0,0,0
452,357.11,24.0,39.3833,0,0,0,0
453,353.61,37.33,26.2556,0,0,0,0
454,294.78,50.67,21.2167,0,0,0,36
455,353.61,37.33,26.2556,0,0,0,0
456,353.61,37.33,26.2556,0,0,0,229
457,357.11,24.0,39.3833,0,0,0,0
458,353.61,37.33,26.2556,0,0,0,0
459,357.11,24.0,39.3833,0,0,0,0
460,353.61,37.33,26.2556,0,0,0,0
461,288.08,37.33,33.1944,0,0,0,110
462,353.61,37.33,26.2556,0,0,0,76
463,289.53,50.67,21.9556,0,0,0,118
464,353.61,37.33,26.2556,0,0,0,296
465,353.61,37.33,26.2556,0,0,0,0
466,250.31,37.33,37.0111,0,0,0,66
467,259.14,50.67,26.45,0,0,0,28
468,255.67,37.33,36.4556,0,0,0,0
469,357.11,24.0,39.3833,0,0,0,0
470,353.61,37.33,26.2556,0,0,0,105
471,344.2,50.67,14.3611,0,0,0,0
472,348.48,50.67,13.7333,0,0,0,0
473,353.61,37.33,26.2556,0,0,0,551
474,322.96,50.67,17.2528,0,0,0,0
475,337.5,37.33,28.0444,0,0,0,308
476,357.11,24.0,39.3833,0,0,0,0
477,357.11,24.0,39.3833,0,0,0,0
478,357.11,24.0,39.3833,0,0,0,0
479,277.82,37.33,34.2333,0,0,0,141
480,357.11,24.0,39.3833,0,0,0,0
